;;;;;;
;;uid;i;q;sa;real_speaker
;42;1297070723184320021;145790;unlawful coercion, made by two women over 10 days in August. He denies the charges. Yesterday his solicitor said <strong> Julian Paul Assange </strong>'s full defence argument would be published on released by <strong> Julian Paul Assange </strong>'s legal team claim <q> there is a real risk that, if extradited to Sweden, the US will seek his extradition and/or illegal rendition to the US, where there will be a real risk of him being detained at GuantÃ¡namo Bay or elsewhere. </q> The document adds that`` there is a real risk that he could be made subject to the death penalty'' if sent to the US. Under European law, suspects can not be extradited to jurisdictions where;['Julian Paul Assange'];
;43;1297014244158695457;24890;democracy advocate <strong> Mohamed Mustafa ElBaradei </strong> criticized the talks as`` opaque'' and`` managed by the military.'' Also speaking on NBC, he said he had not been invited to them, and he warned that Egyptians still fear <q> that the government will retrench and come back with a vengeance. </q> The Egyptian ambassador to the U.S., <strong> Sameh Shoukry </strong>, insisted that the transition is under way and said`` the Egypt of the future will look significantly different than Egypt of the past.'' <strong> First lady Hillary Rodham Clinton </strong>;['First lady Hillary Rodham Clinton', 'Mohamed Mustafa ElBaradei', 'Sameh Shoukry'];Mohamed Mustafa ElBaradei
;44;1295070280124354591;22300;"all about the majors.`` It is what it is. It's not easy to win slams. That means I've done something quite extraordinary for many seasons,'' he said. <q> The season's not over after that. Maybe you're not holding a slam, but you still have three more chances to win a grand slam.`` At the end of the day it's not only about grand slams, like what people make it out... The World Tour Finals is equally important; other tournaments are very important. I don't just purely gear up for the slams. </q> Appearing relaxed in a yellow pastel polo shirt, <strong> The Mighty Federer </strong> said his arch-nemesis Nadal, who he trails 14-8 in a rivalry that his lit up the men's circuit, would be ready to play despite struggling";['The Mighty Federer'];The Mighty Federer
;45;1295559369243744786;131430;"for$ 223 million in http://wn.com/Barbara_Bush_says_Sarah_Palin_was_'beautiful'_and_hopes_she_'stays_in_Alaska' <strong> Former President George W. Bush </strong> has carefully steered around the subject of <strong> Sarah Louise Heath Palin </strong> during interviews about his memoir. But his mother, <strong> First lady Barbara Bush </strong>, aka the`` Silver Fox,'' is showing no restraint. <q> <strong> Joseph Isadore ""Joe"" Lieberman </strong> sat next to her once, </q> <strong> First lady Hillary Rodham Clinton </strong> <strong> Former President George W. Bush </strong> told CNN's`` <strong> Lawrence Leibel Harvey Zeiger </strong> Live'' in an interview that also included her husband, former <strong> Former President George W. Bush </strong> HW <strong> Former President George W. Bush </strong>.`` Thought she was beautiful. And <strong> Joseph Isadore ""Joe"" Lieberman </strong> think she's very happy in <strong> Sarah Louise Heath Palin </strong>- and";"['Sarah Louise Heath Palin', 'Lawrence Leibel Harvey Zeiger', 'First lady Barbara Bush', 'Former President George W. Bush', 'First lady Hillary Rodham Clinton', 'Joseph Isadore ""Joe"" Lieberman']";
;46;1297695328029687895;3491;anzuwenden. Die Regierung mÃ¼sse sich dafÃ¼r einsetzen, dass grundlegende Menschenrechte wie die Meinungs- und Versammlungsfreiheit garantiert wÃ¼rden, sagte <strong> Guido Westerwelle </strong> im Deutschlandfunk. Am Nachmittag werde der algerische Botschafter zu GesprÃ¤chen im AuswÃ¤rtigen Amt erwartet. <q> Wir werden ganz klar darauf drÃ¤ngen und auch verlangen, dass auf jede Form von Gewalt verzichtet wird </q>, so <strong> Guido Westerwelle </strong>. Jemen gehen die Proteste weiter: An diesem Montag demonstrierten in der Hauptstadt Sanaa etwa 500 Regierungsgegner. Sie riefen Ã¤hnliche Slogans, wie sie auch in der vergangenen Woche auf dem Tahrir-Platz in Kairo;['Guido Westerwelle'];
;47;1295773186146751489;127921;"n't worked out as they had planned. The <strong> the ""Leydecker Twins"" </strong> spend a good deal of time discussing and rejecting the idea that they felt any sense of entitlement, while pointing out that <strong> Mark Elliot Zuckerberg </strong> had a similarly privileged childhood. <q> There is no entitlement in the sport of rowing. There is no entitlement in the Olympic Games, and quite frankly there is no entitlement to gaining admission to Harvard, </q> <strong> Cameron Howard Winklevoss </strong> says.`` The reason we were upset,'' he continues,`` is not because life didn't work out the way it should have, but rather because what he did was wrong. His behavior";"['the ""Leydecker Twins""', 'Mark Elliot Zuckerberg', 'Cameron Howard Winklevoss']";Cameron Howard Winklevoss
;48;1297489773223461388;1640;veteran operative to serve as a chief of staff to her loosely organized team, one of the biggest indicators yet that the former <strong> Sarah Louise Heath Palin </strong> governor is leaning toward a run for the <strong> U.S. Senator John McCain </strong> House. <q> We are excited that Mike has agreed to come on to help the team, </q> SarahPAC treasurer <strong> Tim Crawford </strong> said. <strong> Dr. Michael Glassner </strong> will be tasked with bringing greater organization to the far-flung and small staff that resides in several different states and time zones. <strong> Dr. Michael Glassner </strong>, whose hiring was first reported;['Sarah Louise Heath Palin', 'U.S. Senator John McCain', 'Tim Crawford', 'Dr. Michael Glassner'];Tim Crawford
;49;1296539475082821170;166997;. Opponents of the health overhaul praised the decision within minutes of its release Monday afternoon. House Speaker <strong> John Andrew Boehner </strong> said it shows Senate Democrats should follow a House vote to repeal the law. <q> Today's decision affirms the view, held by most of the states and a majority of the American people, that the federal government should not be in the business of forcing you to buy health insurance and punishing you if you don't, </q> he said in a statement. Florida's former Republican Attorney General <strong> Bill McCollum </strong> filed the lawsuit just minutes after <strong> President Barack Hussein Obama II </strong> signed the 10-year,$ 938 billion health care bill into law in March. He chose a;['President Barack Hussein Obama II', 'John Andrew Boehner', 'Bill McCollum'];John Andrew Boehner
;50;1297116939245366797;76797;"the United States could slap a treason charge on a foreign national elicited predictable howls of derision from liberals. Even the conservative New York Sun took a dig the next day at the Connecticut senator's cluelessness. <q> The Founders just didn't trust the Congress[ to define treason], and to listen to <strong> Joseph Isadore ""Joe"" Lieberman </strong>, one can understand why. </q> If a few conservatives stood up to defend <strong> Julian Paul Assange </strong> against accusations of treason, many more liberals have blasted him for its journalistic equivalent. <strong> Peter Beinart </strong>, former editor of Loans Personal loans and small business loans available";"['Peter Beinart', 'Julian Paul Assange', 'Joseph Isadore ""Joe"" Lieberman']";Peter Beinart
;51;1295959880147439658;74828;"erstmal entschieden werden <strong> Professor Gunther von Hagens </strong> 1244 Wahlfrauen und WahlmÃ¤nnern. Bis dahin wird man noch manchen Ã¼berzeugen mÃ¼ssen.'' Niedersachsens MinisterprÃ¤sident <strong> Christian Wilhelm Walter Wulff </strong>( CDU) in Hannover Ã¼ber seine Chancen bei <strong> Bastian ""Basti"" Schweinsteiger </strong> Wahl zum BundesprÃ¤sidenten. <q> Er hat seine PersÃ¶nlichkeit im letzten Jahr verbessert. Er sagt einem jetzt` Hallo'. </q> <strong> Oliver Rolf Kahn </strong> spanische Tennisprofi <strong> Rafael Nadal i Parera </strong> in Paris Ã¼ber seinen als Sonderling geltenden French-Open-Endspielgegner <strong> Robin Dutt </strong> SÃ¶derling aus <strong> Olof Daniel Westling Bernadotte </strong>.`` Mit dieser Wahl haben wir eigentlich <strong> Long Leg Lauterbach </strong> Weltrekord in Demokratie gebrochen.'' Irans PrÃ¤sident <strong> Mahmud Ahmadinedschad </strong>";"['Oliver Rolf Kahn', 'Bastian ""Basti"" Schweinsteiger', 'Rafael Nadal i Parera', 'Long Leg Lauterbach', 'Professor Gunther von Hagens', 'Mahmud Ahmadinedschad', 'Olof Daniel Westling Bernadotte', 'Christian Wilhelm Walter Wulff', 'Robin Dutt']";
;52;1295732278021118996;4693;"'',`` showComments'': true,`` duration'':'''',`` mediaQueryString'':`` http://static.washingtonpost.com/wp/swf/OmniPlayer.swf?id=01212011-30v&amp;flvURL=/media/2011/01/21/01212011-30v.m4v&amp;playAds=true&amp;adZone=wpni.video.bc&amp;canShare=true&amp;jsonURL=http%3A%2F%2Fmedia.washingtonpost.com%2Fmedia%2Fmeta%2F2011%2F01%2F21%2F01212011-30v.jsn''} Va. teen detained in Kuwait returns to <strong> U.S. Senator John McCain </strong>, reunites with family{`` title'': <q> Va. teen detained in Kuwait returns to <strong> U.S. Senator John McCain </strong>, reunites with family </q>,`` description'':`` A Virginia teenager who was placed on the no-fly list and barred from returning home to the United States from Kuwait arrived at Dulles International Airport on Friday morning for an emotional reunion with";['U.S. Senator John McCain'];
;53;1296840911232308749;131805;a dÃ©clarÃ© qu'il n'entamerait pas de nÃ©gociations avant le dÃ©part du prÃ©sident <strong> Muhammad Hosni  Mubarak </strong>. SultanAlQassem <strong> Mohamed Mustafa ElBaradei </strong> appelle le prÃ©sident <strong> Muhammad Hosni  Mubarak </strong> a abandonnÃ© le pouvoir d'ici vendredi, rapporte la chaÃ®ne Al-Arabiya, citÃ©e par le chroniqueur Sultan Al-Qassemi. <q> <strong> Muhammad Hosni  Mubarak </strong> doit quitter son poste pour Ã©viter toute effusion de sang. Nous discutons dÃ©jÃ  de lÃ¨re post-Moubarak </q>, a dÃ©clarÃ© l'opposant. 12h40- Al-Jazeera D'aprÃ¨s Al-Jazeera, le parti d'opposition Ã©gyptien Wafp affirme que les partis de l'opposition ont dÃ©cidÃ© de former une coalition nationale pour faire face Ã  la situation SultanAlQassemi Les rÃ©seaux;['Muhammad Hosni  Mubarak', 'Mohamed Mustafa ElBaradei'];
;54;1296838255168542312;136461;"et la star de tÃ©lÃ©-rÃ©alitÃ© <strong> Lauren Katherine Conrad </strong>, <strong> Christian Charles Phillip Bale </strong> et le Carlisle de Twilight <strong> Peter Facinelli </strong>, PHOTO- <strong> Robert Douglas Thomas Pattinson </strong> et <strong> Laura Jeanne Reese Witherspoon </strong> insÃ©parables dans Water for Elephants! <strong> Nicole Mary Kidman, AC </strong>:`` J'Ã©tais dÃ©molie aprÃ¨s mon divorce avec <strong> Thomas ""Tom"" Cruise Mapother IV </strong>'' <strong> Carlos Irwin Estevez </strong>: <q> J'ai beaucoup de travail Ã  faire pour mÃ©riter tout le soutien que j' ai reÃ§u </q> StÃ©phane Guillon: France Inter condamnÃ© Ã  lui verser... 212 000 euros! VoilÃ  qui devrait relancer le dÃ©bat qui vous a tenu en haleine toute l'annÃ©e 2010. France Inter vient d'Ãªtre condamnÃ© aux Prud` hommes pour";"['Nicole Mary Kidman, AC', 'Robert Douglas Thomas Pattinson', 'Christian Charles Phillip Bale', 'Thomas ""Tom"" Cruise Mapother IV', 'Peter Facinelli', 'Carlos Irwin Estevez', 'Lauren Katherine Conrad', 'Laura Jeanne Reese Witherspoon']";Carlos Irwin Estevez
;55;1295785118114884651;115203;on serve in the opener.The <strong> The Mighty Federer </strong> finally carved out a 6-3, 3-6, 6-3, 6-2 win into the quarter-finals, marking his 27th straight into the last eight at a major and tying the record of <strong> Jimmy Connors </strong>. <q> It was a lot of hard work, I'm sweating bullets now so I'm glad this match is over, </q> said <strong> The Mighty Federer </strong>.`` It was always going to be tough.`` He makes you work extremely hard, He's got great footwork and a wonderful forehand. It was a tough match, I'm happy to;['Jimmy Connors', 'The Mighty Federer'];The Mighty Federer
